"Story","Title","Result","Date","Stability","Duration (s)"
"Yo como usuario quiero realizar una busqueda con los filtros que yo requiero para realizar la compra","validacion de los filtros de busqueda del portal metrocuadrado","SUCCESS","2022-04-22T16:50:14.556-05:00[America/Bogota]","0.0","28.92"
